(Compounds Polynucleotides)	SMILES
5-HYDROXY-CTP	C([C@@H]2([C@H]([C@@H](O)[C@H](N1(C(/N=C(C(/O)=C\1)/N)=O))O2)O))OP(OP(OP([O-])([O-])=O)([O-])=O)([O-])=O
5-HYDROXY-TRYPTOPHAN	C1(\NC2(/C=C\C(\O)=C/C(/C(\C[C@@H](C(=O)[O-])[NH3+])=1)=2))
CPD-18497	C1(\NC2(/C=C\C(\O)=C/C(/N=1)=2))
CPD-20830	C(OP([O-])(=O)[O-])[C@@H]3([C@H]([C@@H](O)[C@@H](N1(\C=N/C2(\C=C(\C=C/C\1=2)\O)))O3)O)
5-HYDROXYINDOLE_ACETALDEHYDE	C1(\C(\O)=C/C2(/C(\CC=O)=C\NC(/C=1)=2))
CPD-11671	C(O)CC1(\C2(/C=C(\C=C/C(/N\C=1)=2)/O))
CPD-18495	CC1(\C(\OC)=C/C2(/N=C\NC(/C=1)=2))
CPD-20832	CC1(\C(\OC)=C/C2(/N=C\N(C(/C=1)=2)[C@@H]3([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O3)))
CPD-18321	COC1(\C=C/C2(/N\C=N/C(\C=1)=2))
CPD-20831	COC1(\C=C/C2(/N(\C=N/C(\C=1)=2)[C@@H]3([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O3)))
CPD-18320	CC2(\C=C1(C(/N\C=N/1)=C\C=2))
CPD-20838	CC1(\C=C/C2(/N(\C=N/C(\C=1)=2)[C@@H]3([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O3)))
CPD0-2018	CC1(\C=N/C(=O)NC(/N)=1)
CPD-12869	C[N+]2(\C3(/C=C\C=C/C(/N=C1(C(/C(=O)[O-])=C\C=C/C\1=2))=3))
CPD-1302	CN1([C@H](CNC2(/N=C(N)\NC(=O)C\1=2))CNC3(\C=C/C(/C(=O)N[C@H](C([O-])=O)CCC(N[C@H](C([O-])=O)CCC(N[C@H](C([O-])=O)CCC(=O)[O-])=O)=O)=C\C=3))
5-OXOPROLINE	C(=O)([C@H]1(NC(CC1)=O))[O-]
CPD-22512	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCC1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPD-22511	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCC1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPD0-2463	C([C@H]1(O[C@H]2([C@@H]([C@@H]1O)OP(O2)([O-])=O)))OP([O-])([O-])=O
PRPP	C(OP([O-])(=O)[O-])[C@H]1(O[C@H](OP([O-])(=O)OP([O-])(=O)[O-])[C@H](O)[C@H](O)1)
5-P-BETA-D-RIBOSYL-AMINE	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@H]([NH3+])O1)
CPD-342	C[C@@]12(CCC(C[C@@H]1CC[C@@H]4([C@@H]2CC[C@]3([C@H](CCC(=O)3)4)C))=O)
DIMETHYL-D-RIBITYL-LUMAZINE	CC1(\N=C2(C(/N(C[C@H](O)[C@H](O)[C@H](O)CO)C(/C)=1)=N\C(=O)[N-]C(=O)2))
CPD-7244	C([O-])(=O)C1(CC(C(=O)[O-])NC2(C(=O)C(=O)C(/CC([NH3+])C([O-])=O)=C/C1=2))
CPD-12137	C([O-])(=O)C1(CC(C(=O)[O-])NC2(\C\1=C/C(\CC([NH3+])C([O-])=O)=C\C=2))
CPD-12138	C([O-])(=O)C1(CC(C(=O)[O-])NC2(C(=O)C(O)C(/CC([NH3+])C([O-])=O)=C/C1=2))
CPD-9865	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(\C=C/C=1)\OC)
CPD0-2511	CC1(\C(\O)=C(/C=C(\C=1)/O)\SC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)
AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE	C(O)C1(\CNC2(/N=C(N)\NC(=O)C(/N=1)=2))
CPDQT-27	CSCCCCC(=O)C([O-])=O
2-KETO-6-AMINO-CAPROATE	C(CC(=O)C(=O)[O-])CC[NH3+]
6-AMINOPENICILLANATE	CC1(C)(S[C@@H]2([C@H]([NH3+])C(=O)N([C@@H](C([O-])=O)1)2))
CPD0-1699	C1(NC2(/N=C(N)\NC(=O)C(/NC1C(=O)[O-])=2))
CPD-21178	C2(S)(\N=C(C1(\C=C/C=C\C=1))/N=C(/C=2)/Cl)
CPD-15667	CCCCCC\C=C/CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-22597	C[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O)C(O)O1)
CPD-22596	C[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)C(O)O1)
6-HYDROXY-NICOTINATE	C1(/N=C(\C=C/C(/C(=O)[O-])=1)/O)
CPD-15152	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(=O)C(/OC)=C\C(=O)\C=1)
CPD-9872	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(/C=C(C(/O)=1)/OC)/O)
OCTAPRENYL-METHYL-METHOXY-BENZQ	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(/C=C(C(/O)=1)/OC)/O)
CPD-18529	CC(=O)OC[C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@H]2([C@@H]([C@H](C(O[C@@H]2CO)O)O)O))
CPD1G-768	CCCCCCCCCCCCCCCCCCCCCCCCCCC([C@H](O)CCCCCCCCCCCCCCCC2(CC(CCCCCCCCCCC1(CC(CCCCCCCCCCCCCCCCCC)1))2))C(=O)OC[C@H]3(O[C@@H]([C@@H]([C@H]([C@@H]3O)O)O)O[C@@H]4([C@@H]([C@H]([C@@H]([C@H](O4)COP([O-])(=O)[O-])O)O)O))
CPD1G-773	CCCCCCCCCCCCCCCCCCCCCCCCC(C(OC[C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]2([C@@H]([C@H]([C@@H]([C@H](O2)COP([O-])(=O)[O-])O)O)O)))=O)[C@H](O)CCCCCCCCCCCCCCCCCCCC3(CC(CCCCCCCCCCCCCCCCC(=O)C(CCCCCCCCCCCCCCCCCC)C)3)
CPD1G-771	CCCCCCCCCCCCCCCCCCCCCCCCC(C(OC[C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]2([C@@H]([C@H]([C@@H]([C@H](O2)COP([O-])(=O)[O-])O)O)O)))=O)[C@H](O)CCCCCCCCCCCCCCCCCC3(C(CCCCCCCCCCCCCCCCC(OC)C(C)CCCCCCCCCCCCCCCCCC)C3)
CPD1G-774	CCCCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)OC[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@H]1([C@H](O)[C@@H](O)[C@H](O)[C@@H](COP(=O)([O-])[O-])O1))O2))[C@H](O)CCCCCCCCCCCCCCCCC3(CC3C(C)CCCCCCCCCCCCCCCCC(=O)C(C)CCCCCCCCCCCCCCCCC)
CPD1G-772	CCCCCCCCCCCCCCCCCCCCCCCCCCC(C(OC[C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]2([C@@H]([C@H]([C@@H]([C@H](O2)COP([O-])(=O)[O-])O)O)O)))=O)[C@H](O)CCCCCCCCCCCCCCCC3(CC3C(C)CCCCCCCCCCCCCCCC(OC)C(C)CCCCCCCCCCCCCCCCCC)
D-6-P-GLUCONO-DELTA-LACTONE	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)C(=O)O1)
CPD-15676	CCCCCC/C=C/CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
DIAMINONONANOATE	CC(C(CCCCCC([O-])=O)[NH3+])[NH3+]
CPD-12427	C12(NC(=O)NC(\C(=O)NC(/N)=N/1)=2)
DIHYDROFOLATE	C(NC1(\C=C/C(/C(=O)N[C@H](C(=O)[O-])CCC([O-])=O)=C\C=1))C2(CNC3(/N=C(N)\NC(=O)C(/N=2)=3))
CPD-16458	C1(=O)(C2(\N=C/CNC(NC(=O)N1)=2))
DIHYDROMONAPTERIN-TRIPHOSPHATE	C1(NC2(/N=C(N)\NC(=O)C(/N=C1/[C@H](O)[C@@H](O)COP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])=2))
DIHYDRONEOPTERIN-P	C1(NC2(/N=C(N)\NC(=O)C(/N=C1/[C@H](O)[C@H](O)COP(=O)([O-])[O-])=2))
DIHYDRONEOPTERIN-P3	C1(NC2(/N=C(N)\NC(=O)C(/N=C1/[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])=2))
CPD0-1718	C1(\CNC2(/N=C(N)\NC(=O)C(/N=1)=2))
7-8-DIHYDROPTEROATE	C(NC1(\C=C/C(/C(=O)[O-])=C\C=1))C2(CNC3(/N=C(N)\NC(=O)C(/N=2)=3))
CPDQT-28	CSCCCCCC(=O)C([O-])=O
CPD-21419	CC(C(=O)CCC(=O)[O-])C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-21416	CC(C(=O)CCC(=O)[O-])CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-13043	C12(=C(C(/C([O-])=O)=C\N1)C(=O)NC(/N)=N/2)
CPD-17637	CCCCCC(O)CCCCCC([O-])=O
CPD-17638	CCCCCC(O)CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPDQT-29	CSCCCCCCC(=O)C([O-])=O
8-AMINO-7-OXONONANOATE	CC(C(CCCCCC([O-])=O)=O)[NH3+]
CPD-12365	C(OP(=O)([O-])[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(C(=O)NC3(C(=O)NC(/N)=N/C2=3)))
CPD0-1905	C(OP(=O)([O-])OP(=O)(OP([O-])([O-])=O)[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(C(=O)NC3(C(=O)NC(/N)=N/C2=3)))
CPD-12367	C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C(=O)NC3(C(=O)NC(/N)=N/C2=3)))
CPD-12366	C(OP(=O)([O-])OP(=O)(OP([O-])([O-])=O)[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C(=O)NC3(C(=O)NC(/N)=N/C2=3)))
CPD-22513	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCC1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPD-22508	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCC1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPDQT-30	CSCCCCCCCC(=O)C([O-])=O
CPD-21415	CC(C(=O)CCC(=O)[O-])CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-5662	C(S)C1(C(NC(N1)=O)CCCCCC(=O)[O-])
CPD-13680	C[C@]13(C(=O)CC[C@H]1[C@@H]2(CCC4(\[C@@](C)([C@@]2(O)CC3)\C=C/C(=O)\C=4)))
CPD-15332	C12(/N=C(NC(C(/O)=N\C(\O)=N/1)=2)/O)
CPD0-2229	CCCCCC/C=C/CCCCCCCCCC(O[C@@H](COP(OC[C@@H](O)CO)([O-])=O)CO)=O
A-3-OXO-ACID	C([R])C(=O)CC(=O)[O-]
CPD1G-124	CCCCCCCCCCCCCCCCCCC1(CC1CCCCCCCCCCC2(CC2CCCCCCCCCCCCCCCCCC(=O)OP(OC[C@@H]5([C@H]([C@H]([C@H](N3(C4(\N=C/N=C(C(\N=C/3)=4)/N)))O5)O)O))([O-])=O))
CARBONYL-GROUP	C(=O)([R1])[R1]
CARBOXYL-GROUP	C(=O)[O-]
COA-GROUP	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
GSH-Group	C(S)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
CPD-15860	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@@H]2([C@@H](O)[C@@H](O[C@@H]1([C@H](O)[C@H](O)[C@@H](COP(=O)([O-])OC[C@H](N[a [citrate-lyase]])C(=O)[a [citrate-lyase]])O1))[C@@H](O2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)C(=O)NCCC(=O)NCCS
CPD-15861	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@@H]2([C@@H](O)[C@@H](O[C@@H]1([C@H](O)[C@H](O)[C@@H](COP(=O)([O-])OC[C@H](N[[an <i>apo</i> malonate decarboxylase acyl-carrier protein]])C(=O)[[an <i>apo</i> malonate decarboxylase acyl-carrier protein]])O1))[C@@H](O2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)C(=O)NCCC(=O)NCCS
HYDROXYL-GROUP	[OH-]
CPD-17716	CCCCC\C=C/C\C=C/CCCCCCCC=O
CPD-18805	CC(=O)N[C@H]1([C@H](O[R1])O[C@H](CO)[C@@H](O)[C@H](O)1)
CPD-17987	C[C@@H](C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C([O-])=O)C([O-])=O)NC(=O)[C@@H](C)O[C@H]2([C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R])[C@H](O)[C@@H](NC(=O)C)1))C3(COC([C@H](NC(=O)C)2)O3))
CPD-17986	C[C@@H](C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C([O-])=O)C(N[C@H](C)C(=O)[O-])=O)NC(=O)[C@@H](C)O[C@H]2([C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R])[C@H](O)[C@@H](NC(C)=O)1))C3(COC([C@H](NC(=O)C)2)O3))
CPD-17985	C[C@H](C(=O)N[C@H](C)C(=O)[O-])NC(=O)[C@H](CCC[C@@H]([NH3+])C(=O)[O-])NC(=O)CC[C@H](C(=O)[O-])NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]2([C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R])[C@H](O)[C@@H](NC(C)=O)1))C3(COC([C@H](NC(=O)C)2)O3))
CPD-18809	C[C@@H](C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C([O-])=O)C(NCC([O-])=O)=O)NC(=O)[C@@H](C)O[C@H]2([C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R])[C@H](O)[C@@H](NC(=O)C)1))C3(COC([C@H](NC(=O)C)2)O3))
CPD0-2579	C[C@@H](C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCCC(NC(=O)[C@@H](C)NC(=O)[C@H](CCC[C@@H]([NH3+])C([O-])=O)NC(=O)CC[C@H](C(=O)[O-])NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]2([C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)1))C3(COC([C@H](NC(=O)C)2)O3)))C([O-])=O)C(N[C@H](C)C([O-])=O)=O)NC(=O)[C@@H](C)O[C@H]5([C@H](O[C@@H]4(O[C@H](CO)[C@@H](O[R3])[C@H](O)[C@@H](NC(=O)C)4))[C@@H](CO)O[C@@H]([C@H](NC(=O)C)5)O[R2])
CPD-17988	C[C@@H](C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H](NC(=O)[C@H](CCC[C@@H]([NH3+])C([O-])=O)NC(=O)CC[C@H](C(=O)[O-])NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]2([C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)1))C3(COC([C@H](NC(=O)C)2)O3)))C([O-])=O)C(N[C@H](C)C([O-])=O)=O)NC(=O)[C@@H](C)O[C@H]5([C@H](O[C@@H]4(O[C@H](CO)[C@@H](O[R2])[C@H](O)[C@@H](NC(=O)C)4))[C@@H](CO)O[C@H](O[R3])[C@H](NC(=O)C)5)
METHYL-GROUP	C
CPD-18807	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(=O)([O-])OP(=O)([O-])OC4([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(N[C@H](C)C([O-])=O)=O)[C@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@H]2([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(N[C@H](C)C([O-])=O)=O)[C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2))[C@H](O)[C@@H](NC(=O)C)3))[C@@H](CO)O4)
CPD-18808	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(=O)([O-])OP(=O)([O-])OC2([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(N[C@H](C)C([O-])=O)=O)[C@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2)
CPD-17968	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP([O-])(=O)O[C@@H]2([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C([O-])=O)C([O-])=O)[C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R])[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2))([O-])=O
CPD-17969	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP([O-])(=O)O[C@@H]2([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C([O-])=O)C(NCC([O-])=O)=O)[C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R])[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2))([O-])=O
CPD-17932	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP([O-])(=O)O[C@@H]4([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C([O-])=O)C(N[C@H](C)C(=O)NC(C([O-])=O)CCC[C@@H](C(N[C@H](C)C([O-])=O)=O)NC(=O)CC[C@H](C(=O)[O-])NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]2([C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R3])[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O[C@@H]([C@H](NC(=O)C)2)O[R2]))=O)[C@H](O[C@@H]3(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)3))[C@@H](CO)O4))([O-])=O
CPD-17947	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP([O-])(=O)O[C@@H]4([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C([O-])=O)C(N[C@@H](C([O-])=O)CCC[C@@H](C(N[C@H](C)C([O-])=O)=O)NC(=O)CC[C@H](C(=O)[O-])NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]2([C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R2])[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O[C@H](O[R3])[C@H](NC(=O)C)2))=O)[C@H](O[C@@H]3(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)3))[C@@H](CO)O4))([O-])=O
CPD-12308	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP([O-])(=O)OP([O-])(=O)O[C@@H]4([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)NC(C)C(=O)N[C@H](CCC(=O)N[C@H](CCCCNC(=O)C[C@@H]([NH3+])C(N)=O)C(N[C@@H](C)C(=O)[O-])=O)C(=O)N)[C@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)NC(C)C(=O)N[C@H](CCC(=O)N[C@H](CCCCNC(=O)C[C@@H]([NH3+])C(N)=O)C(N[C@@H](C)C(=O)[O-])=O)C(=O)N)[C@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2))[C@H](O)[C@@H](NC(=O)C)3))[C@@H](CO)O4)
CPD-12310	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP([O-])(=O)OP([O-])(=O)O[C@@H]4([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)NC(C)C(=O)N[C@H](CCC(=O)N[C@H](CCCCNC(=O)C[C@@H]([NH3+])C(N)=O)C(N[C@@H](C)C(=O)N[C@@H](C)C(=O)[O-])=O)C(=O)N)[C@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)NC(C)C(=O)N[C@H](CCC(=O)N[C@H](CCCCNC(=O)C[C@@H]([NH3+])C(N)=O)C(N[C@@H](C)C(=O)N[C@@H](C)C(=O)[O-])=O)C(=O)N)[C@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2))[C@H](O)[C@@H](NC(=O)C)3))[C@@H](CO)O4)
CPD-12231	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP([O-])(=O)O[C@@H]4([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(N[C@H](C)C(=O)N[C@H](C)C([O-])=O)=O)[C@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(N[C@H](C)C(=O)N[C@H](C)C([O-])=O)=O)[C@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2))[C@H](O)[C@@H](NC(=O)C)3))[C@@H](CO)O4))([O-])=O
